Date,Open,High,Low,Close,Volume,Adj Close
2013-03-05,121.32,122.00,119.90,121.71,179700,40.57
2013-03-04,119.26,120.94,117.17,120.48,309900,40.16
2013-03-01,116.50,119.99,116.16,119.29,192600,39.76
2013-02-28,117.47,117.99,116.01,116.93,177000,38.98
2013-02-27,115.72,117.92,115.48,117.26,163200,39.09
2013-02-26,119.64,119.64,115.43,115.62,450300,38.54
2013-02-25,119.90,120.25,118.60,119.00,432900,39.67
2013-02-22,119.44,120.30,118.18,119.76,232500,39.92
2013-02-21,118.46,119.24,117.83,118.79,211200,39.60
2013-02-20,116.95,120.47,116.50,118.02,611700,39.34
2013-02-19,116.37,117.98,116.31,117.36,262500,39.12
2013-02-15,117.50,117.76,115.30,116.51,344100,38.84
2013-02-14,113.10,120.00,113.10,118.07,553200,39.36
2013-02-13,110.96,112.09,109.74,112.02,199500,37.34
2013-02-12,110.52,110.75,109.34,110.43,476100,36.81
2013-02-11,110.45,111.38,110.22,110.84,69000,36.95
2013-02-08,110.03,111.25,109.77,110.73,193500,36.91
2013-02-07,110.77,111.12,109.43,110.17,135300,36.72
2013-02-06,109.69,111.25,109.31,111.14,231000,37.05
2013-02-05,108.51,111.60,107.48,110.29,246300,36.76
2013-02-04,108.00,109.10,105.96,108.33,355800,36.11
2013-02-01,106.94,109.32,106.62,108.79,265200,36.26
2013-01-31,106.06,107.97,105.21,106.95,237000,35.65
2013-01-30,107.63,108.06,105.71,106.06,202800,35.35
2013-01-29,106.12,108.09,105.54,108.07,248700,36.02
2013-01-28,105.00,106.12,104.38,105.97,381000,35.32
2013-01-25,104.93,106.36,104.20,105.17,206400,35.06
2013-01-24,103.33,105.13,103.33,104.58,127500,34.86
2013-01-23,103.84,104.81,102.93,103.43,244200,34.48
2013-01-22,102.80,103.75,102.14,103.70,289200,34.57
2013-01-18,103.49,104.78,102.74,103.11,187500,34.37
2013-01-17,104.22,104.43,102.81,103.51,150300,34.50
2013-01-16,103.93,105.10,103.16,104.39,210900,34.80
2013-01-15,101.76,104.13,101.06,103.90,419700,34.63
2013-01-14,103.24,103.62,101.03,101.93,310800,33.98
2013-01-11,103.62,104.38,103.06,103.38,134700,34.46
2013-01-10,103.68,103.94,102.85,103.81,269700,34.60
2013-01-09,104.38,104.38,102.83,103.57,433200,34.52
2013-01-08,104.77,104.77,103.07,103.87,521100,34.62
2013-01-07,104.31,105.09,104.02,104.78,265500,34.93
2013-01-04,105.65,105.65,104.19,105.00,233400,35.00
2013-01-03,105.86,106.21,103.88,105.22,348300,35.07
2013-01-02,109.02,110.00,103.57,106.32,430200,35.44
2012-12-31,104.31,107.01,103.17,106.86,273900,35.62
2012-12-28,102.97,105.97,102.75,104.55,145200,34.85
2012-12-27,102.85,103.85,102.53,103.60,126300,34.53
2012-12-26,104.19,104.43,101.80,103.27,204000,34.42
2012-12-24,104.33,104.90,100.56,104.33,81600,34.78
2012-12-21,102.25,104.65,101.65,104.64,578700,34.88
2012-12-20,100.19,103.93,99.94,103.29,207900,34.43
2012-12-19,101.17,102.10,100.04,100.41,289200,33.47
2012-12-18,100.25,101.47,100.20,101.03,226200,33.68
2012-12-17,98.41,100.92,98.20,100.92,190800,33.64
2012-12-14,97.51,98.84,97.03,98.30,183900,32.77
2012-12-13,101.09,101.53,97.46,98.35,179700,32.78
2012-12-12,104.51,105.00,100.68,101.13,385500,33.71
2012-12-11,101.54,105.36,101.54,105.36,323100,35.12
2012-12-10,100.13,101.99,99.78,101.79,181800,33.93
2012-12-07,100.00,100.56,99.46,100.31,148800,33.44
2012-12-06,98.82,99.99,97.91,99.61,121500,33.20
2012-12-05,98.89,99.57,97.52,99.17,234300,33.06
2012-12-04,99.48,99.80,98.20,98.87,335100,32.96
2012-12-03,99.47,99.85,98.61,99.56,223500,33.19
2012-11-30,99.35,99.35,97.73,98.82,464400,32.94
2012-11-29,96.93,99.00,94.95,98.96,226200,32.99
2012-11-28,94.97,97.45,94.00,96.65,324300,32.22
2012-11-27,96.31,96.67,94.77,94.97,155700,31.66
2012-11-26,96.99,97.67,95.98,96.45,342000,32.15
2012-11-23,96.72,97.21,96.43,96.94,82500,32.31
2012-11-21,97.64,97.64,95.83,96.61,165000,32.20
2012-11-20,97.51,97.51,96.11,97.33,211500,32.44
2012-11-19,97.51,101.57,97.02,98.21,247200,32.74
2012-11-16,97.19,98.42,94.36,97.85,523200,32.62
2012-11-15,93.74,97.50,91.91,97.50,568200,32.50
2012-11-14,97.01,97.16,93.41,94.00,133800,31.33
2012-11-13,95.05,97.50,93.52,97.08,311400,32.36
2012-11-12,92.67,96.78,91.89,95.18,453300,31.73
2012-11-09,96.56,98.78,96.03,96.65,259500,32.22
2012-11-08,99.22,100.47,96.09,97.07,194400,32.36
2012-11-07,102.00,102.00,98.01,99.18,186600,33.06
2012-11-06,104.02,104.66,102.59,103.25,141900,34.42
2012-11-05,101.48,104.34,100.72,103.51,166500,34.50
2012-11-02,105.01,105.90,100.79,101.59,403200,33.86
2012-11-01,104.92,105.98,103.41,104.98,385500,34.99
2012-10-31,101.48,105.24,101.48,104.65,464400,34.88
2012-10-26,100.77,101.23,99.76,100.26,174900,33.42
2012-10-25,101.03,101.42,99.91,101.16,88500,33.72
2012-10-24,100.05,101.40,97.77,100.31,287100,33.44
2012-10-23,99.38,101.00,97.26,99.96,183600,33.32
2012-10-22,101.64,101.64,98.68,99.92,117000,33.31
2012-10-19,102.85,103.55,100.50,101.55,210300,33.85
2012-10-18,104.45,105.79,103.10,103.30,112800,34.43
2012-10-17,104.83,105.32,104.49,104.81,101400,34.94
2012-10-16,106.26,106.85,104.57,104.94,106200,34.98
2012-10-15,101.87,105.70,101.87,105.56,302100,35.19
2012-10-12,102.38,102.38,99.70,101.53,122100,33.84
2012-10-11,102.58,103.74,102.07,102.56,69600,34.19
2012-10-10,101.85,102.26,100.95,102.11,105000,34.04
2012-10-09,103.01,103.48,101.29,101.57,126300,33.86
2012-10-08,103.53,103.55,101.25,103.22,159300,34.41
2012-10-05,104.43,105.91,103.60,103.71,137700,34.57
2012-10-04,104.30,104.45,102.20,104.34,148800,34.78
2012-10-03,103.36,104.97,102.11,104.23,311100,34.74
2012-10-02,105.78,105.99,103.33,103.52,213600,34.51
2012-10-01,104.66,106.47,102.70,105.21,399300,35.07
2012-09-28,105.22,106.18,103.59,104.43,261900,34.81
2012-09-27,105.19,106.13,103.69,105.85,228600,35.28
2012-09-26,103.54,104.76,103.27,104.52,420300,34.84
2012-09-25,103.04,105.47,102.49,103.02,432600,34.34
2012-09-24,100.91,102.76,100.79,102.67,254700,34.22
2012-09-21,101.89,103.03,100.93,101.30,370200,33.77
2012-09-20,101.75,102.24,100.01,101.00,214500,33.67
2012-09-19,102.56,103.14,101.75,102.55,364500,34.18
2012-09-18,102.45,102.98,100.96,102.66,257100,34.22
2012-09-17,99.87,102.33,99.72,102.25,155700,34.08
2012-09-14,100.97,102.98,99.20,100.34,474900,33.45
2012-09-13,102.03,102.99,100.70,100.90,683700,33.63
2012-09-12,102.55,102.99,101.10,102.46,202800,34.15
2012-09-11,102.45,102.89,101.38,102.61,255600,34.20
2012-09-10,102.00,102.19,100.98,102.00,327600,34.00
2012-09-07,103.04,103.04,100.35,101.95,166200,33.98
2012-09-06,102.24,103.87,101.28,103.14,284400,34.38
2012-09-05,101.08,102.48,100.20,101.95,264300,33.98
2012-09-04,100.80,102.77,100.36,101.72,354900,33.91
2012-08-31,100.72,100.80,99.72,100.35,150900,33.45
2012-08-30,100.44,100.52,99.79,99.99,120600,33.33
2012-08-29,100.35,101.00,99.71,100.65,271500,33.55
2012-08-28,99.58,100.58,99.58,99.98,189900,33.33
2012-08-27,99.68,100.40,98.57,99.80,279000,33.27
2012-08-24,97.37,99.75,96.43,99.46,266400,33.15
2012-08-23,96.73,98.13,96.56,97.89,225000,32.63
2012-08-22,97.73,98.09,95.86,97.14,198000,32.38
2012-08-21,100.24,101.24,96.70,97.50,274500,32.50
2012-08-20,100.11,100.60,99.43,100.19,181200,33.40
2012-08-17,98.77,100.27,98.17,100.23,172800,33.41
2012-08-16,98.75,99.05,97.37,99.02,207600,33.01
2012-08-15,97.84,99.46,97.84,99.12,262500,33.04
2012-08-14,97.23,99.24,95.72,98.16,533100,32.72
2012-08-13,95.12,96.82,94.59,96.53,325800,32.18
2012-08-10,94.90,95.96,94.67,95.00,190200,31.67
2012-08-09,96.11,96.11,94.09,94.93,250500,31.64
2012-08-08,95.75,97.45,95.75,96.44,153600,32.15
2012-08-07,95.08,98.96,95.08,96.48,416700,32.16
2012-08-06,97.76,98.95,93.96,94.82,356700,31.61
2012-08-03,99.51,101.64,97.24,97.87,493200,32.62
2012-08-02,90.98,100.71,89.88,99.91,1145100,33.30
2012-08-01,85.34,87.49,85.13,85.13,375900,28.38
2012-07-31,84.88,86.41,84.45,84.68,270000,28.23
2012-07-30,87.94,88.40,84.16,85.00,234300,28.33
2012-07-27,85.34,88.10,84.88,87.92,264900,29.31
2012-07-26,85.78,85.82,84.46,85.00,204000,28.33
2012-07-25,84.51,85.94,84.09,84.69,225900,28.23
2012-07-24,86.32,86.32,80.19,84.41,532800,28.14
2012-07-23,87.00,87.61,85.50,85.79,236100,28.60
2012-07-20,89.99,89.99,88.08,88.09,243000,29.36
2012-07-19,91.02,91.16,90.05,90.69,306600,30.23
2012-07-18,90.25,91.47,90.25,91.02,322800,30.34
2012-07-17,90.00,91.64,90.00,90.29,270000,30.10
2012-07-16,89.07,89.97,87.32,89.81,299400,29.94
2012-07-13,88.63,89.71,88.18,89.34,368700,29.78
2012-07-12,88.04,89.20,87.01,88.12,551400,29.37
2012-07-11,88.65,89.85,88.12,89.00,386400,29.67
2012-07-10,89.14,89.23,88.36,88.54,261300,29.51
2012-07-09,88.46,89.40,88.33,89.02,239700,29.67
2012-07-06,87.97,88.98,87.97,88.85,134100,29.62
2012-07-05,88.95,89.64,88.08,88.96,138300,29.65
2012-07-03,89.07,89.27,88.58,88.88,189300,29.63
2012-07-02,91.05,91.05,88.58,89.17,712800,29.72
2012-06-29,88.58,91.36,86.19,91.26,719400,30.42
2012-06-28,85.22,87.09,84.98,87.02,277500,29.01
2012-06-27,84.63,85.91,84.05,85.91,342300,28.64
2012-06-26,84.27,85.97,84.27,84.68,597600,28.23
2012-06-25,82.71,84.39,82.00,84.23,350400,28.08
2012-06-22,84.95,85.16,82.63,83.46,709500,27.82
2012-06-21,84.26,84.86,83.30,84.11,854700,28.04
2012-06-20,84.00,84.88,83.56,84.52,771900,28.17
2012-06-19,79.82,84.15,79.47,84.03,981900,28.01
2012-06-18,76.11,80.20,75.90,79.84,836400,26.61
2012-06-15,72.35,77.11,72.24,76.35,943200,25.45
2012-06-14,71.08,72.94,70.88,72.93,317100,24.31
2012-06-13,71.10,72.67,70.94,71.94,264900,23.98
2012-06-12,71.57,71.57,70.40,71.40,234000,23.80
2012-06-11,73.85,73.99,70.92,70.97,289500,23.66
2012-06-08,71.18,73.16,70.78,72.88,267000,24.29
2012-06-07,70.94,73.00,70.72,71.41,366900,23.80
2012-06-06,68.82,70.29,68.66,70.20,201600,23.40
2012-06-05,66.88,68.90,66.88,68.44,440100,22.81
2012-06-04,68.00,68.24,67.05,67.19,359100,22.40
2012-06-01,67.79,68.46,67.26,67.77,298800,22.59
2012-05-31,68.93,69.63,68.01,69.11,400200,23.04
2012-05-30,69.48,69.80,68.72,68.99,249900,23.00
2012-05-29,69.54,70.21,69.16,69.98,303300,23.33
2012-05-25,69.04,70.18,68.91,69.24,256800,23.08
2012-05-24,71.08,71.87,68.94,69.20,324600,23.07
2012-05-23,70.10,70.84,68.88,70.77,327000,23.59
2012-05-22,70.62,73.67,70.31,70.99,441000,23.66
2012-05-21,70.25,70.89,68.02,70.76,708000,23.59
2012-05-18,69.91,70.60,69.34,70.25,489000,23.42
2012-05-17,69.79,70.60,69.67,70.03,369600,23.34
2012-05-16,70.65,70.96,69.68,69.85,252900,23.28
2012-05-15,69.78,71.45,69.52,70.48,321000,23.49
2012-05-14,70.01,70.53,69.57,69.64,234900,23.21
2012-05-11,70.49,71.16,70.27,70.74,192600,23.58
2012-05-10,73.35,73.35,71.08,71.31,423000,23.77
2012-05-09,72.82,74.97,71.82,73.00,570000,24.33
2012-05-08,67.46,74.15,67.46,73.48,871200,24.49
2012-05-07,66.15,66.87,65.32,66.66,348000,22.22
2012-05-04,66.82,66.90,64.90,66.50,282600,22.17
2012-05-03,66.73,67.66,65.83,66.94,376500,22.31
2012-05-02,67.40,67.48,66.03,66.87,216900,22.29
2012-05-01,68.72,68.83,67.70,67.73,243000,22.58
2012-04-30,68.67,68.95,68.00,68.82,354000,22.94
2012-04-27,67.45,69.00,66.86,68.88,241200,22.96
2012-04-26,67.08,67.87,67.05,67.39,151500,22.46
2012-04-25,67.59,67.60,66.29,67.15,288000,22.38
2012-04-24,66.37,67.39,66.00,66.76,226500,22.25
2012-04-23,66.40,66.81,65.81,66.50,138600,22.17
2012-04-20,68.69,68.69,67.29,67.47,224100,22.49
2012-04-19,67.89,67.91,66.29,66.87,158400,22.29
2012-04-18,68.68,68.68,67.36,67.86,146700,22.62
2012-04-17,68.52,69.46,68.41,68.89,212400,22.96
2012-04-16,67.92,68.39,66.83,67.96,219000,22.65
2012-04-13,68.01,68.80,67.70,67.72,215400,22.57
2012-04-12,68.17,68.56,68.16,68.35,286500,22.78
2012-04-11,68.69,68.92,67.82,68.24,257100,22.75
2012-04-10,68.87,69.07,67.36,67.84,459300,22.61
2012-04-09,69.18,69.42,68.31,68.90,162000,22.97
2012-04-05,70.36,70.36,69.63,70.01,369900,23.34
2012-04-04,70.67,71.47,69.59,70.22,329100,23.41
2012-04-03,72.16,72.23,70.98,71.53,216600,23.84
2012-04-02,71.41,72.69,71.41,72.42,288000,24.14
2012-03-30,72.58,72.66,70.68,71.72,415500,23.91
2012-03-29,72.46,73.04,71.55,71.99,267300,24.00
2012-03-28,73.51,73.51,71.49,72.70,367500,24.23
2012-03-27,73.34,74.08,73.10,73.11,461100,24.37
2012-03-26,71.09,73.40,70.43,73.17,498900,24.39
2012-03-23,70.33,71.09,69.70,70.30,274500,23.43
2012-03-22,69.50,70.34,69.41,70.04,316800,23.35
2012-03-21,70.85,71.44,70.00,70.07,429300,23.36
2012-03-20,70.00,71.38,69.56,70.80,367200,23.60
2012-03-19,70.31,71.45,70.31,70.48,300600,23.49
2012-03-16,70.31,70.90,69.77,70.60,486000,23.53
2012-03-15,69.61,70.62,69.12,70.11,409500,23.37
2012-03-14,69.20,69.91,69.02,69.46,465300,23.15
2012-03-13,68.67,69.40,67.91,69.07,398100,23.02
2012-03-12,68.20,68.59,67.96,68.11,418200,22.70
2012-03-09,68.35,68.35,67.93,67.99,498900,22.66
2012-03-08,68.75,68.94,68.01,68.12,214800,22.71
2012-03-07,69.09,69.24,68.33,68.51,243300,22.84
2012-03-06,68.50,69.25,68.29,69.00,238200,23.00
2012-03-05,68.43,69.75,68.43,69.19,232800,23.06
2012-03-02,69.33,69.88,68.08,68.52,379200,22.84
2012-03-01,69.67,70.46,68.98,69.50,360000,23.17
2012-02-29,70.12,70.86,69.66,69.73,316500,23.24
2012-02-28,70.02,70.53,69.31,69.77,205500,23.26
2012-02-27,68.54,70.31,68.54,70.13,273000,23.38
2012-02-24,69.13,69.74,68.89,69.33,335400,23.11
2012-02-23,68.99,69.61,68.47,69.03,296700,23.01
2012-02-22,69.28,69.28,68.03,68.87,455700,22.96
2012-02-21,69.66,70.58,68.96,69.34,347100,23.11
2012-02-17,70.67,70.67,68.55,69.64,495900,23.21
2012-02-16,68.40,70.68,68.40,70.58,219900,23.53
2012-02-15,69.26,69.63,68.00,68.40,330000,22.80
2012-02-14,70.22,70.28,68.38,69.08,249000,23.03
2012-02-13,70.58,70.96,70.10,70.45,196200,23.48
2012-02-10,70.35,70.87,69.77,70.03,262800,23.34
2012-02-09,71.03,71.35,70.67,70.97,324000,23.66
2012-02-08,71.03,71.37,70.30,70.88,276000,23.63
2012-02-07,69.78,71.15,69.75,70.87,271800,23.62
2012-02-06,69.20,70.13,69.20,70.09,185700,23.36
2012-02-03,68.63,70.10,68.44,69.77,354000,23.26
2012-02-02,67.46,67.46,66.66,67.28,301800,22.43
2012-02-01,65.83,67.44,64.88,67.03,632700,22.34
2012-01-31,66.11,66.11,64.94,64.95,392100,21.65
2012-01-30,66.01,66.47,65.05,65.51,311700,21.84
2012-01-27,66.14,67.86,66.14,66.70,229200,22.23
2012-01-26,67.00,67.40,66.28,66.54,385200,22.18
2012-01-25,67.25,67.25,66.56,66.80,519300,22.27
2012-01-24,66.89,67.66,66.71,67.39,297900,22.46
2012-01-23,67.60,68.16,66.83,67.11,306900,22.37
2012-01-20,67.79,68.33,66.57,67.78,452100,22.59
2012-01-19,66.88,68.14,66.62,67.71,323700,22.57
2012-01-18,66.02,66.80,65.92,66.42,800700,22.14
2012-01-17,65.85,66.92,65.70,66.07,468000,22.02
2012-01-13,64.45,65.66,64.45,65.37,236400,21.79
2012-01-12,65.38,67.36,64.35,65.12,285000,21.71
2012-01-11,63.60,64.90,62.93,64.71,397500,21.57
2012-01-10,61.30,64.14,61.05,64.11,628200,21.37
2012-01-09,63.85,64.00,60.12,60.62,1028700,20.21
2012-01-06,66.04,66.27,63.52,63.56,766800,21.19
2012-01-05,66.30,66.58,64.50,66.20,444300,22.07
2012-01-04,67.99,68.27,65.76,66.90,726300,22.30
2012-01-03,68.96,69.97,66.35,68.59,286800,22.86
